title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Cast a Dark Shadow,1955,"{'Directed by': ['Lewis Gilbert', '', ''], 'Written by': ['John Cresswell', '', ''], 'Based on': ['1952 play', 'by ', 'Janet Green', '', ''], 'Produced by': ['Herbert Mason', '', ''], 'Starring': ['Dirk Bogarde', 'Margaret Lockwood', 'Kay Walsh', 'Kathleen Harrison', 'Robert Flemyng', '\n \n', ''], 'Cinematography': ['Jack Asher', '', ''], 'Edited by': ['Gordon Pilkington', '', ''], 'Music by': ['Antony Hopkins', '', ''], 'Distributed by': [' (UK)', ' (US)', 'Eros Films Ltd.', 'Distributors Corporation of America', '\n \n', ''], 'Release dates': ['20\xa0September\xa01955', ' (London)', '27\xa0November\xa01957', ' (United States)', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",6 Reviews,83,Fewer than 50 Ratings,57,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1955, Mystery & thriller/Crime, 1h 24m
Blackboard Jungle,1955,"{'Directed by': ['Richard Brooks', '', ''], 'Screenplay by': ['Richard Brooks', '', ''], 'Based on': ['1954 novel', 'by ', 'Evan Hunter', '', ''], 'Produced by': ['Pandro S. Berman', '', ''], 'Starring': ['Glenn Ford', 'Anne Francis', 'Louis Calhern', 'Margaret Hayes', '', ''], 'Cinematography': ['Russell Harlan', '', ''], 'Edited by': ['Ferris Webster', '', ''], 'Music by': [', Jimmy DeKnight (song ""', '"") (uncredited), ', ' (song ""Blackboard Jungle""), ', ' (song ""', '""; uncredited)', 'Max C. Freedman', 'Rock Around the Clock', 'Willis Holman', 'Jenny Lou Carson', 'Let Me Go, Lover!', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': [""Loew's Inc."", '', ''], 'Release dates': ['March\xa020,\xa01955', ' (New York)', 'March\xa025,\xa01955', ' (US)', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,168,000', '', ''], 'Box office': ['$8,144,000', '', '']}",27 Reviews,74,"2,500+ Ratings",78,"[('vudu', 'Rent/buy'), ('apple-tv-plus-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1955, Drama, 1h 41m
Captain Lightfoot,1955,"{'Directed by': ['Douglas Sirk', '', ''], 'Screenplay by': ['W. R. Burnett', 'Oscar Brodney', '', ''], 'Based on': ['a novel by W. R. Burnett', '', ''], 'Produced by': ['Ross Hunter', '', ''], 'Starring': ['Rock Hudson', 'Barbara Rush', 'Jeff Morrow', '', ''], 'Cinematography': ['Irving Glassberg', '', ''], 'Edited by': ['Frank Gross', '', ''], 'Music by': ['Heinz Roemheld', 'Herman Stein', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release dates': ['February\xa018,\xa01955', ' (Chicago, Illinois)', 'March\xa026,\xa01955', ' (United States)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.3 million (US)', '', '']}",2 Reviews,,Fewer than 50 Ratings,33,,1955, Adventure, 1h 32m
Carrington V.C.,1955,"{'Directed by': ['Anthony Asquith', '', ''], 'Written by': ['John Hunter', '', ''], 'Based on': [' by ', ' and Dorothy Christie', 'Campbell Christie', '', ''], 'Produced by': [' ', ' Teddy Baird', 'John Woolf', '', ''], 'Starring': ['David Niven', 'Margaret Leighton', 'Noelle Middleton', '', ''], 'Cinematography': ['Desmond Dickinson', '', ''], 'Edited by': ['Ralph Kemplen', '', ''], 'Production company': ['', 'Romulus Films'], 'Distributed by': [' ', ' (US)', 'Independent Film Distributors', 'Kingsley-International Pictures', '', ''], 'Release date': ['9 December 1954', '', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['£141,608 (UK)', '', '']}",2 Reviews,,50+ Ratings,43,,1955, Drama, 1h 45m
Chief Crazy Horse,1955,"{'Directed by': ['George Sherman', '', ''], 'Screenplay by': ['Franklin Coen', 'Gerald Drayson Adams', '', ''], 'Story by': ['Gerald Drayson Adams', '', ''], 'Produced by': ['William Alland', '', ''], 'Starring': ['Victor Mature', 'Suzan Ball', 'John Lund', '', ''], 'Cinematography': ['Harold Lipstein', '', ''], 'Edited by': ['Al Clark', '', ''], 'Music by': ['Frank Skinner', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal International Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['April\xa01955', '\n \n', ''], 'Running time': ['86 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.75 million (US/Canada ', ')', 'rentals', '', '']}",1 Reviews,,Fewer than 50 Ratings,86,,1955, Western, 1h 26m
Death of a Cyclist,1955,"{'Directed by': ['Juan Antonio Bardem', '', ''], 'Screenplay by': ['Juan Antonio Bardem', '', ''], 'Story by': ['Luis Fernando de Igoa', '', ''], 'Produced by': ['Manuel Goyanes', '', ''], 'Starring': ['Lucia Bosè', 'Alberto Closas', '', ''], 'Cinematography': ['Alfredo Fraile', '', ''], 'Edited by': ['Margarita de Ochoa', '', ''], 'Music by': ['Isidro B. Maiztegui', '', ''], 'Production company': ['Suevia Films', ''], 'Distributed by': ['Janus Films', '', ''], 'Release dates': ['9\xa0May\xa01955', ' (', ')', '9\xa0September\xa01955', ' (Spain)', 'Cannes Film Festival', '\n \n', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['Spain', '', ''], 'Language': ['Spanish', '', '']}",10 Reviews,100,500+ Ratings,85,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1955, Drama, 1h 27m
The Deep Blue Sea,1955,"{'Directed by': ['Anatole Litvak', '', ''], 'Written by': ['Terence Rattigan', '', ''], 'Produced by': ['Alexander Korda', '', ''], 'Starring': ['Vivien Leigh', 'Kenneth More', 'Eric Portman', '', ''], 'Cinematography': ['Jack Hildyard', '', ''], 'Edited by': ['Bert Bates', '', ''], 'Music by': ['Malcolm Arnold', '', ''], 'Production company': ['', 'London Films'], 'Distributed by': ['Twentieth Century Fox', '', ''], 'Release date': ['23\xa0August\xa01955', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",3 Reviews,,"1,000+ Ratings",79,,1955, Drama, 1h 39m
The Court-Martial of Billy Mitchell,1955,"{'Directed by': ['Otto Preminger', '', ''], 'Written by': ['and ', ' ', ' ', ' ', 'Milton Sperling', 'Emmet Lavery', 'Dalton Trumbo', 'Michael Wilson', 'Ben Hecht', '', ''], 'Based on': [' of ', 'Life', 'Billy Mitchell', '', ''], 'Produced by': ['Milton Sperling', '', ''], 'Starring': ['Gary Cooper', '', ''], 'Cinematography': [', ', 'Sam Leavitt', 'A.S.C.', '', ''], 'Edited by': [', ', 'Folmar Blangsted', 'A.C.E.', '', ''], 'Music by': ['Dimitri Tiomkin', '', ''], 'Color process': ['Warnercolor', '', ''], 'Production company': ['', 'United States Pictures'], 'Distributed by': ['Warner Bros', '', ''], 'Release date': ['December\xa031,\xa01955', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$3 million (US)', '', '']}",8 Reviews,100,500+ Ratings,62,,1955, History/Drama, 1h 40m
Crashout,1955,"{'Directed by': ['Lewis R. Foster', '', ''], 'Screenplay by': ['Lewis R. Foster', 'Hal E. Chester', '', ''], 'Produced by': ['Hal E. Chester', '', ''], 'Starring': ['William Bendix', 'Arthur Kennedy', 'Luther Adler', 'William Talman', 'Gene Evans', 'Marshall Thompson', 'Beverly Michaels', '', ''], 'Cinematography': ['Russell Metty', '', ''], 'Edited by': ['Robert Swink', '', ''], 'Music by': ['Leith Stevens', '', ''], 'Production company': ['Standard Productions', ''], 'Distributed by': ['Filmakers Releasing Organization', '', ''], 'Release dates': ['March\xa01,\xa01955', ' (United States)', 'July\xa08,\xa01955', ' (New York City)', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",1 Reviews,,50+ Ratings,50,,1955, Crime/Drama, 1h 30m
The Dam Busters,1955,"{'Directed by': ['Michael Anderson', '', ''], 'Screenplay by': ['R. C. Sherriff', '', ''], 'Based on': ['by ', 'by ', 'Paul Brickhill', 'Guy Gibson', '', ''], 'Produced by': ['Robert Clark', 'W. A. Whittaker', '', ''], 'Starring': ['Richard Todd', 'Michael Redgrave', '', ''], 'Cinematography': [' (Special Effects Photography)', 'Erwin Hillier', 'Gilbert Taylor', '', ''], 'Edited by': ['Richard Best', '', ''], 'Music by': ['Eric Coates', 'Leighton Lucas', '', ''], 'Production company': ['', 'Associated British Picture Corporation'], 'Distributed by': ['Associated British Pathé', '', ''], 'Release date': ['16\xa0May\xa01955', ' (UK)', '\n \n', ''], 'Running time': ['124 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['£419,528 (UK)', '', '']}",11 Reviews,100,"2,500+ Ratings",84,,1955, War, 1h 59m
Daddy Long Legs,1955,"{'Directed by': ['Jean Negulesco', '', ''], 'Screenplay by': ['Henry Ephron', 'Phoebe Ephron', '', ''], 'Based on': ['1912 novel', '1914 play', 'by ', 'Jean Webster', '', ''], 'Produced by': ['Samuel G. Engel', '', ''], 'Starring': ['Fred Astaire', 'Leslie Caron', 'Terry Moore', 'Thelma Ritter', 'Fred Clark', '', ''], 'Cinematography': ['Leon Shamroy', '', ''], 'Edited by': ['William H. Reynolds', '', ''], 'Music by': ['', ''], 'Production company': ['20th Century Fox', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['May\xa04,\xa01955', '', ''], 'Running time': ['126 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.6 million', '', ''], 'Box office': ['$2.5 million (US rentals)', '', '']}",0 Reviews,,0 Ratings,,,1931, Comedy/Romance, 1h 20m
Davy Crockett: King of the Wild Frontier,1955,"{'Directed by': ['Norman Foster', '', ''], 'Written by': ['Tom Blackburn', '', ''], 'Produced by': ['Bill Walsh', '', ''], 'Starring': ['Fess Parker', 'Buddy Ebsen', '', ''], 'Cinematography': ['Charles P. Boyle', '', ''], 'Edited by': ['Chester W. Schaeffer', '', ''], 'Music by': ['Thomas W. Blackburn (lyrics)', ' (orchestration)', 'George Bruns', 'Edward H. Plumb', '', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['Buena Vista Film Distribution Co., Inc.', '', ''], 'Release date': ['May\xa025,\xa01955', '', ''], 'Running time': ['93 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2,150,000 (US)', '', '']}",6 Reviews,100,500+ Ratings,77,"[('vudu', 'Rent/buy'), ('disney-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",1955, Kids & family/Adventure, 1h 33m
Dreams,1955,"{'Directed by': ['Ingmar Bergman', '', ''], 'Written by': ['Ingmar Bergman', '', ''], 'Produced by': ['Rune Waldekranz', '', ''], 'Starring': ['Eva Dahlbeck', 'Harriet Andersson', 'Gunnar Björnstrand', '', ''], 'Cinematography': ['Hilding Bladh', '', ''], 'Edited by': ['Carl-Olov Skeppstedt', '', ''], 'Release date': ['22\xa0August\xa01955', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['Sweden', '', ''], 'Language': ['Swedish', '', '']}",0 Reviews,,0 Ratings,,,2004, Drama, 2h 29m
East of Eden,1955,"{'Directed by': ['Elia Kazan', '', ''], 'Screenplay by': ['Paul Osborn', '', ''], 'Based on': ['1952 novel', 'by ', 'John Steinbeck', '', ''], 'Produced by': ['Elia Kazan', '', ''], 'Starring': ['James Dean', 'Julie Harris', 'Raymond Massey', '\n \n', ''], 'Cinematography': ['Ted D. McCord', '', ''], 'Edited by': ['Owen Marks', '', ''], 'Music by': ['Leonard Rosenman', '', ''], 'Production company': ['', 'Warner Bros. Pictures'], 'Distributed by': ['Warner Bros. Pictures', '', ''], 'Release dates': ['March\xa09,\xa01955', ' (New York City)', 'April\xa010,\xa01955', ' (United States)', '\n \n', ''], 'Running time': ['117 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$5 million', '', '']}",42 Reviews,86,"10,000+ Ratings",90,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",1955, Drama, 1h 55m
Female on the Beach,1955,"{'Directed by': ['Joseph Pevney', '', ''], 'Screenplay by': ['Robert Hill', 'Richard Alan Simmons', '', ''], 'Based on': ['the play ', 'by Robert Hill', '', ''], 'Produced by': ['Albert Zugsmith', '', ''], 'Starring': ['Joan Crawford', 'Jeff Chandler', '', ''], 'Cinematography': ['Charles Lang', '', ''], 'Edited by': ['Russell Schoengarth', '', ''], 'Music by': ['(both not credited)', 'Heinz Roemheld', 'Herman Stein', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['August\xa019,\xa01955', ' (New York City)', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,250+ Ratings,47,,1955, Crime/Drama, 1h 37m
School for Tramps,1955,"{'Directed by': ['Rogelio A. González', '', ''], 'Written by': ['adapted by ', ' from 1938 screenplay by John Jevne', 'Fernando de Fuentes', '', ''], 'Produced by': ['Fernando de Fuentes', '', ''], 'Starring': [', ', ', ', ', ', ', ', ', ', 'Pedro Infante', 'Miroslava', 'Oscar Pulido', 'Blanca de Castejón', 'Anabelle Gutiérrez', 'Óscar Ortiz de Pinedo', '', ''], 'Cinematography': ['Rosalío Solano', '', ''], 'Edited by': ['José W. Bustos', '', ''], 'Music by': ['Manuél Esperón', '', ''], 'Distributed by': ['Diana Films (1955 release)', 'Televisa Home Entertainment (DVD release)', '', ''], 'Release date': ['27\xa0January\xa01955', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['Mexico', '', ''], 'Language': ['Spanish', '', '']}",2 Reviews,,500+ Ratings,87,,1955, Comedy, 1h 34m
Fire in the Night,1955,"{'Directed by': ['Arne Skouen', '', ''], 'Written by': ['Arne Skouen', '', ''], 'Starring': ['Claes Gill', '', ''], 'Release date': ['1955', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['Norway', '', ''], 'Language': ['Norwegian', '', '']}",0 Reviews,,0 Ratings,,,1955, Drama/Mystery & thriller, 1h 36m
The Fast and the Furious,1955,"{'Directed by': ['Edward Sampson', 'John Ireland', '\n \n', ''], 'Screenplay by': ['Jerome Odlum', 'Jean Howell', '\n \n', ''], 'Story by': ['Roger Corman', '', ''], 'Produced by': ['Roger Corman', '', ''], 'Starring': ['John Ireland', 'Bruce Carlisle', 'Marshall Bradford', 'Dorothy Malone', 'Iris Adrian', '\n \n', ''], 'Cinematography': ['Floyd Crosby', '', ''], 'Edited by': ['Edward Sampson', '', ''], 'Music by': ['Alexander Gerens', '', ''], 'Production company': ['', 'Palo Alto Productions'], 'Distributed by': ['American Releasing Corporation', '', ''], 'Release date': ['November 1954', '', ''], 'Running time': ['73 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$50,000', '', ''], 'Box office': ['$250,000', '', '']}",152 Reviews,53,"250,000+ Ratings",74,"[('vudu', 'Rent/buy'), ('peacock', 'Subscription'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2001, Action/Adventure, 1h 47m
Foxfire,1955,"{'Directed by': ['Joseph Pevney', '', ''], 'Screenplay by': ['Ketti Frings', '', ''], 'Based on': [' by ', 'Anya Seton', '', ''], 'Produced by': ['Aaron Rosenberg', '', ''], 'Starring': ['Jane Russell', 'Jeff Chandler', 'Dan Duryea', '', ''], 'Cinematography': ['William H. Daniels', '', ''], 'Edited by': ['Ted J. Kent', '', ''], 'Music by': ['Frank Skinner', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal International Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['August\xa023,\xa01955', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.9 million (US rentals)', '', '']}",1 Reviews,,0 Ratings,,,1955, Drama, 1h 32m
Footsteps in the Fog,1955,"{'Directed by': ['Arthur Lubin', '', ''], 'Written by': ['Lenore J. Coffee', 'Dorothy Davenport', 'Arthur Pierson', '', ''], 'Based on': ['short story by ', 'W. W. Jacobs', '', ''], 'Produced by': ['M. J. Frankovich', 'Maxwell Setton', '', ''], 'Starring': ['Stewart Granger', 'Jean Simmons', '', ''], 'Cinematography': ['Christopher Challis', '', ''], 'Edited by': ['Alan Osbiston', '', ''], 'Music by': ['Benjamin Frankel', '', ''], 'Production company': ['Frankovich Productions', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['June\xa01955', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['552,430 admissions (France)', '', '']}",1 Reviews,,100+ Ratings,70,"[('amazon-prime-video-us', 'Buy')]",1955, Drama, 1h 30m
The Girl Rush,1955,"{'Directed by': ['Robert Pirosh', '', ''], 'Starring': ['Rosalind Russell', 'Fernando Lamas', 'Eddie Albert', 'Gloria DeHaven', 'Marion Lorne', '', ''], 'Cinematography': ['William H. Daniels', '', ''], 'Edited by': ['William Hornbeck', '', ''], 'Music by': ['Herbert W. Spencer', 'Earle Hagen', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['September\xa01955', '\n \n', ''], 'Running time': ['85 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1 million (US)', '', '']}",0 Reviews,,0 Ratings,,,1955, Musical/Comedy, 1h 25m
Francis in the Navy,1955,"{'Directed by': ['Arthur Lubin', '', ''], 'Written by': ['Devery Freeman', 'David Stern', '', ''], 'Produced by': ['Stanley Rubin', '', ''], 'Starring': [""Donald O'Connor"", 'Martha Hyer', '', ''], 'Cinematography': ['Carl E. Guthrie', '', ''], 'Edited by': ['Milton Carruth', 'Ray Snyder', '', ''], 'Music by': [' (uncredited)', ' (uncredited)', 'Irving Gertz', 'William Lava', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal-International', '', ''], 'Release date': ['August\xa024,\xa01955', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,50+ Ratings,53,,1955, Comedy, 1h 20m
"Good Morning, Miss Dove",1955,"{'Directed by': ['Henry Koster', '', ''], 'Written by': ['Eleanore Griffin', '', ''], 'Based on': ['1954 novel', 'by ', 'Frances Gray Patton', '', ''], 'Produced by': ['Samuel G. Engel', '', ''], 'Starring': ['Jennifer Jones', 'Robert Stack', 'Kipp Hamilton', 'Robert Douglas', 'Peggy Knudsen', 'Chuck Connors', '', ''], 'Cinematography': ['Leon Shamroy', '', ''], 'Edited by': ['William H. Reynolds', '', ''], 'Music by': ['Leigh Harline', '', ''], 'Distributed by': ['Twentieth Century Fox Film Corporation', '', ''], 'Release date': ['November\xa023,\xa01955', ' (United States)', '\n \n', ''], 'Running time': ['107 min', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,470,000', '', '']}",1 Reviews,,50+ Ratings,54,,1955, Drama, 1h 47m
Hit the Deck,1955,"{'Directed by': ['Roy Rowland', '', ''], 'Written by': ['Sonya Levien', 'William Ludwig', '', ''], 'Based on': [' (play) by', ', and', ' (stage musical) by ', ' ', ' ', ' & ', ' ', 'Hubert Osborne', 'Herbert Fields', 'Vincent Youmans', 'Clifford Grey', 'Leo Robin', '', ''], 'Produced by': ['Joe Pasternak', '', ''], 'Starring': ['Jane Powell', 'Tony Martin', 'Debbie Reynolds', 'Walter Pidgeon', 'Vic Damone', 'Gene Raymond', 'Ann Miller', 'Russ Tamblyn', 'Kay Armen', 'J. Carrol Naish', 'Richard Anderson', 'Jane Darwell', '', ''], 'Cinematography': ['George Folsey', '', ''], 'Edited by': ['John McSweeney Jr.', '', ''], 'Music by': ['Vincent Youmans', 'Leo Robin', 'Clifford Grey', 'Sidney Clare', 'Irving Caesar', 'Billy Rose', 'Edward Eliscu', '', ''], 'Color process': ['Eastmancolor', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['March\xa04,\xa01955', '\n \n', ''], 'Running time': ['112 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.3 million', '', ''], 'Box office': ['$3.4 million', '', '']}",6 Reviews,67,50+ Ratings,57,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1955, Musical, 1h 52m
