,title,year,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length,infobox
20,Wonder Boys,2000,127 Reviews,81,"25,000+ Ratings",83,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Comedy/Drama, 1h 52m,"{'Directed by': ['Curtis Hanson', '', ''], 'Screenplay by': ['Steve Kloves', '', ''], 'Based on': ['by ', 'Michael Chabon', '', ''], 'Produced by': ['Curtis Hanson', 'Scott Rudin', '\n \n', ''], 'Starring': ['Michael Douglas', 'Tobey Maguire', 'Frances McDormand', 'Katie Holmes', 'Rip Torn', 'Robert Downey Jr.', '\n \n', ''], 'Cinematography': ['Dante Spinotti', '', ''], 'Edited by': ['Dede Allen', '', ''], 'Music by': ['Christopher Young', '', ''], 'Production companies': ['', '', 'MFF Feature Film Productions', 'Paramount Pictures', 'BBC Films', 'Curtis Hanson Productions', 'Marubeni', 'Mutual Film Company', 'Scott Rudin Productions', 'Tele München Fernseh Produktionsgesellschaft', 'Toho-Towa'], 'Distributed by': [' (North America and United Kingdom)', 'Concorde Filmverleih (Germany)', 'Toho-Towa (Japan)', ' (International)', 'Paramount Pictures', 'Warner Bros. Pictures', '\n \n', ''], 'Release date': ['February\xa025,\xa02000', '\n \n', ''], 'Running time': ['111 minutes', '', ''], 'Countries': ['United States', 'United Kingdom', 'Germany', 'Japan', '\n \n', ''], 'Language': ['English', '', ''], 'Budget': ['$55 million', '', ''], 'Box office': ['$33.4 million', '', ''], 'Released': ['February 15, 2000', '', ''], 'Recorded': ['2000', '', ''], '': ['Sony', '', ''], 'Length': ['', '']}"
21,Reindeer Games,2000,91 Reviews,25,"25,000+ Ratings",27,"[('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription')]",2000, Crime/Drama, 1h 44m,"{'Directed by': ['John Frankenheimer', '', ''], 'Written by': ['Ehren Kruger', '', ''], 'Produced by': ['Marty Katz', 'Bob Weinstein', 'Chris Moore', '\n \n', ''], 'Starring': ['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'James Frain', 'Donal Logue', 'Clarence Williams III', '\n \n', ''], 'Cinematography': ['Alan Caso', '', ''], 'Edited by': ['Tony Gibbs', 'Michael Kahn', '\n \n', ''], 'Music by': ['Alan Silvestri', '', ''], 'Production company': ['', 'Dimension Films'], 'Distributed by': ['Miramax Films', '', ''], 'Release date': ['February\xa025,\xa02000', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$42 million', '', ''], 'Box office': ['$32.2 million', '', '']}"
22,Freedom Song,2000,3 Reviews,,100+ Ratings,62,,2000, Drama, 1h 57m,"{'Written by': ['Stanley Weiser', 'Phil Alden Robinson', '', ''], 'Directed by': ['Phil Alden Robinson', '', ''], 'Starring': ['Danny Glover', 'Vicellous Reon Shannon', 'Vondie Curtis-Hall', 'Loretta Devine', 'Glynn Turman', '', ''], 'Theme music composer': ['James Horner', '', ''], 'Country of origin': ['United States', '', ''], 'Original language': ['English', '', ''], 'Producers': ['Phil Alden Robinson', 'Carolyn McDonald', 'Danny Glover', 'Sean Daniel', '', ''], 'Cinematography': ['John Lindley', 'Amy Vincent', '', ''], 'Editor': ['Maysie Hoy', '', ''], 'Running time': ['112 minutes', '', ''], 'Production companies': ['Turner Films, Inc.', '', ''], 'Distributor': ['Turner Network Television', '', ''], 'Original network': ['TNT', '', ''], 'Picture format': ['Color', '', ''], 'Original release': ['February\xa027,\xa02000', '\n \n', '']}"
23,Drowning Mona,2000,77 Reviews,29,"10,000+ Ratings",46,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Comedy, 1h 35m,"{'Directed by': ['Nick Gomez', '', ''], 'Written by': ['Peter Steinfeld', '', ''], 'Produced by': ['Al Corley', '', ''], 'Starring': ['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck', 'William Fichtner', 'Marcus Thomas', 'Peter Dobson', '\n \n', ''], 'Cinematography': ['Bruce Douglas Johnson', '', ''], 'Edited by': ['Richard Pearson', '', ''], 'Music by': ['Michael Tavera', '', ''], 'Production companies': ['Neverland Films', 'Destination Films Jersey Films'], 'Distributed by': ['Destination Films', '', ''], 'Release date': ['March\xa03,\xa02000', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$6 million', '', ''], 'Box office': ['$15.9 million', '', '']}"
24,If These Walls Could Talk 2,2000,4 Reviews,,"10,000+ Ratings",83,,2000, Drama, 1h 38m,"{'Written by': ['Anne Heche', 'Jane Anderson', 'Sylvia Sichel', 'Alex Sichel', '', ''], 'Directed by': ['Jane Anderson', 'Martha Coolidge', 'Anne Heche', '', ''], 'Starring': ['Vanessa Redgrave', 'Chloë Sevigny', 'Michelle Williams', 'Sharon Stone', 'Ellen DeGeneres', '', ''], 'Music by': ['Basil Poledouris', '', ''], 'Country of origin': ['United States', '', ''], 'Original language': ['English', '', ''], 'Producer': ['Mary Kane', '', ''], 'Cinematography': ['Paul Elliott', 'Robbie Greenberg', 'Peter Deming', '', ''], 'Editor': ['Margaret Goodspeed', '', ''], 'Running time': ['96 minutes', '', ''], 'Production company': ['HBO Films', '', ''], 'Distributor': ['Warner Bros. Television Distribution', '', ''], 'Original release': ['March\xa05,\xa02000', '', ''], 'Preceded by': ['', '']}"
25,3 Strikes,2000,29 Reviews,0,"5,000+ Ratings",66,,2000, Comedy, 1h 22m,"{'Directed by': ['DJ Pooh', '', ''], 'Written by': ['DJ Pooh', '', ''], 'Produced by': ['Marcus Morton', '', ''], 'Starring': ['Brian Hooks', ""N'Bushe Wright"", 'Faizon Love', 'David Alan Grier', '\n \n', ''], 'Cinematography': ['John Simmons', '', ''], 'Edited by': ['John Carter', '', ''], 'Music by': ['Stewart Copeland', '', ''], 'Production companies': ['Absolute Entertainment Lithium Entertainment Group', 'Metro-Goldwyn-Mayer MPCA'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['March\xa01,\xa02000', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3.4 million', '', ''], 'Box office': ['$9.8 million', '', '']}"
26,Life-Size,2000,2 Reviews,,"25,000+ Ratings",48,,2000, Fantasy, 1h 36m,"{'Written by': ['Mark Rosman', 'Stephanie Moore', '', ''], 'Story by': ['Stephanie Moore', '', ''], 'Directed by': ['Mark Rosman', '', ''], 'Starring': ['Lindsay Lohan', 'Tyra Banks', 'Jere Burns', '', ''], 'Composer': ['Eric Colvin', '', ''], 'Country of origin': ['United States', '', ''], 'Original language': ['English', '', ''], 'Producer': ['Fitch Cady', '', ''], 'Cinematography': ['Philip Linzey', '', ''], 'Editor': ['Bonnie Koehler', '', ''], 'Running time': ['101 minutes', '', ''], 'Production companies': ['Pacific Motion Pictures', 'Walt Disney Television', '\n \n', ''], 'Distributor': ['Buena Vista Television', '', ''], 'Budget': ['$7 million', '', ''], 'Original network': ['ABC', '', ''], 'Original release': ['March\xa05,\xa02000', '\n \n', ''], 'Followed by': ['', '']}"
27,Final Destination,2000,96 Reviews,35,"250,000+ Ratings",68,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Horror/Mystery & thriller, 1h 37m,"{'Directed by': ['James Wong', '', ''], 'Screenplay by': ['James Wong', 'Glen Morgan', 'Jeffrey Reddick', '\n \n', ''], 'Story by': ['Jeffrey Reddick', '', ''], 'Produced by': ['Warren Zide', 'Craig Perry', 'Glen Morgan', '\n \n', ''], 'Starring': ['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Tony Todd', '\n \n', ''], 'Cinematography': ['Robert McLachlan', '', ''], 'Edited by': ['James Coblentz', '', ''], 'Music by': ['Shirley Walker', '', ''], 'Production companies': ['', '', 'Zide/Perry Productions', 'Hard Eight Pictures'], 'Distributed by': ['New Line Cinema', '', ''], 'Release date': ['March\xa017,\xa02000', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$23 million', '', ''], 'Box office': ['$112.9 million', '', ''], 'Released': ['March 17, 2000', '', ''], '': ['Weendigo Records', '', ''], 'Length': ['', '']}"
28,Mission to Mars,2000,115 Reviews,24,"50,000+ Ratings",30,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Sci-fi, 1h 52m,"{'Directed by': ['Brian De Palma', '', ''], 'Screenplay by': ['Jim Thomas', 'John Thomas', 'Graham Yost', '', ''], 'Story by': ['Jim Thomas', 'John Thomas', 'Lowell Cannon', '', ''], 'Produced by': ['Tom Jacobson', '', ''], 'Starring': ['Gary Sinise', 'Don Cheadle', 'Connie Nielsen', ""Jerry O'Connell"", 'Kim Delaney', 'Tim Robbins', '\n \n', ''], 'Cinematography': ['Stephen H. Burum', '', ''], 'Edited by': ['Paul Hirsch', '', ''], 'Music by': ['Ennio Morricone', '', ''], 'Production companies': ['', 'Touchstone Pictures Spyglass Entertainment'], 'Distributed by': ['Buena Vista Pictures Distribution', '', ''], 'Release date': ['March\xa010,\xa02000', '\n \n', ''], 'Running time': ['114 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$100 million', '', ''], 'Box office': ['$111 million', '', ''], 'Released': ['March 14, 2000', '', ''], '': ['Hollywood', '', ''], 'Length': ['', '']}"
29,Model Behavior,2000,0 Reviews,,Fewer than 50 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",1984, Comedy, 1h 28m,"{'Based on': [' by ', 'Michael Graubart Levin', '', ''], 'Written by': ['David Kukoff', 'Matt Roshkow', '', ''], 'Directed by': ['Mark Rosman', '', ''], 'Starring': ['Maggie Lawson', 'Justin Timberlake', 'Kathie Lee Gifford', '', ''], 'Theme music composer': ['Eric Colvin', 'Orfeh', '', ''], 'Country of origin': ['United States', '', ''], 'Original language': ['English', '', ''], 'Producers': ['Jack Brodsky', 'Ronald E. Frazier', '', ''], 'Cinematography': ['Laszlo George', '', ''], 'Editor': ['Bonnie Koehler', '', ''], 'Production companies': ['Karz Entertainment', 'Pacific Motion Pictures', 'Disney Telefilms', '', ''], 'Distributor': ['Buena Vista Television', '', ''], 'Original network': ['ABC', '', ''], 'Original release': ['March\xa012,\xa02000', '', '']}"
30,Romeo Must Die,2000,93 Reviews,32,"100,000+ Ratings",61,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Action, 1h 55m,"{'Directed by': ['Andrzej Bartkowiak', '', ''], 'Screenplay by': ['John Jarrell', 'Eric Bernt', '\n \n', ''], 'Story by': ['Mitchell Kapner', '', ''], 'Produced by': ['Jim Van Wyck', 'Joel Silver', '\n \n', ''], 'Starring': ['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX', 'Delroy Lindo', '\n \n', ''], 'Cinematography': ['Glen MacPherson', '', ''], 'Edited by': ['Derek G. Brechin', '', ''], 'Music by': ['Stanley Clarke', 'Timbaland', '\n \n', ''], 'Production company': ['', 'Silver Pictures'], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['March\xa024,\xa02000', ' (United States)', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$25 million', '', ''], 'Box office': ['$91 million', '', ''], 'Released': ['March\xa028,\xa02000', '', ''], 'Recorded': ['May 1999 – January 2000', '', ''], '': ['', ''], 'Length': ['', '']}"
31,Beyond the Mat,2000,67 Reviews,82,"5,000+ Ratings",83,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1999, Documentary, 1h 42m,"{'Directed by': ['Barry W. Blaustein', '', ''], 'Written by': ['Barry W. Blaustein', '', ''], 'Produced by': ['Barry W. Blaustein', 'Barry Bloom', 'Brian Grazer', 'Ron Howard', 'Michael Rosenberg', '', ''], 'Narrated by': ['Barry W. Blaustein', '', ''], 'Cinematography': ['Michael Grady', '', ''], 'Edited by': ['Jeff Werner', '', ''], 'Music by': ['Nathan Barr', '', ''], 'Production companies': ['Universal Family & Home Entertainment', 'Imagine Entertainment Lions Gate Films'], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['October\xa022,\xa01999', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$500,000', '', ''], 'Box office': ['$2 million', '', '']}"
32,Erin Brockovich,2000,149 Reviews,85,"250,000+ Ratings",81,"[('showtimes', 'In Theaters'), ('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",2000, Drama, 2h 11m,"{'Directed by': ['Steven Soderbergh', '', ''], 'Written by': ['Susannah Grant', '', ''], 'Produced by': ['Danny DeVito', 'Michael Shamberg', 'Stacey Sher', '', ''], 'Starring': ['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger', 'Tracey Walter', 'Peter Coyote', '\n \n', ''], 'Cinematography': ['Ed Lachman', '', ''], 'Edited by': ['Anne V. Coates', '', ''], 'Music by': ['Thomas Newman', '', ''], 'Production companies': ['', 'Universal Pictures Columbia Pictures Jersey Films'], 'Distributed by': ['Universal Pictures', 'Columbia TriStar Film Distributors International', '\n \n', ''], 'Release date': ['March\xa017,\xa02000', '\n \n', ''], 'Running time': ['130 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$52 million', '', ''], 'Box office': ['$256.3 million', '', '']}"
33,Whatever It Takes,2000,67 Reviews,16,"25,000+ Ratings",45,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Comedy, 1h 34m,"{'Directed by': ['David Raynr', '', ''], 'Written by': ['Mark Schwahn', '', ''], 'Produced by': ['Paul Schiff', '', ''], 'Starring': ['Shane West', 'James Franco', 'Marla Sokoloff', ""Jodi Lyn O'Keefe"", 'Julia Sweeney', '\n \n', ''], 'Cinematography': ['Tim Suhrstedt', '', ''], 'Edited by': ['Ronald Roose', '', ''], 'Music by': ['Edward Shearmur', '', ''], 'Production companies': ['', '', 'Columbia Pictures', 'Phoenix Pictures'], 'Distributed by': ['Sony Pictures Releasing', '', ''], 'Release date': ['March\xa024,\xa02000', '', ''], 'Running time': ['94 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$32 million', '', ''], 'Box office': ['$9 million', '', '']}"
34,Alley Cats Strike,2000,2 Reviews,,500+ Ratings,51,"[('amazon-prime-video-us', 'Rent/buy'), ('disney-plus-us', 'Subscription'), ('itunes', 'Buy')]",2000, Kids & family/Drama, 1h 28m,"{'Genre': ['Comedy', 'Drama', 'Sport', '', ''], 'Written by': ['Gregory K. Pincus', '', ''], 'Directed by': ['Rod Daniel', '', ''], 'Starring': ['Mimi Paley', 'Kyle Schmid', ""Robert Ri'chard"", 'Kaley Cuoco', '', ''], 'Theme music composer': ['Bill Elliott', '', ''], 'Country of origin': ['United States', 'Canada', '', ''], 'Original language': ['English', '', ''], 'Executive producers': ['Carol Ames', ' (co-executive producer)', ' (co-executive producer)', 'Michael Cieply', 'Don Safran', '', ''], 'Producers': ['Christopher Morgan', 'Gregory K. Pincus (co-producer)', '', ''], 'Production locations': ['Toronto', 'York, Toronto', 'Woodbridge, Ontario', '', ''], 'Cinematography': ['Peter Benison', '', ''], 'Editor': ['Robert Souders', '', ''], 'Running time': ['88 minutes', '', ''], 'Production company': ['Rastar', '', ''], 'Distributor': ['Buena Vista Television', '', ''], 'Original network': ['Disney Channel', '', ''], 'Picture format': ['Color', '', ''], 'Audio format': ['Stereo', '', ''], 'Original release': ['March\xa018,\xa02000', '', '']}"
35,Ghost Dog: The Way of the Samurai,2000,101 Reviews,83,"25,000+ Ratings",86,"[('hbo-max', 'Subscription')]",1999, Crime/Drama, 1h 56m,"{'Directed by': ['Jim Jarmusch', '', ''], 'Written by': ['Jim Jarmusch', '', ''], 'Produced by': ['Jim Jarmusch', 'Richard Guay', '', ''], 'Starring': ['Forest Whitaker', 'Cliff Gorman', 'Henry Silva', 'Isaach De Bankolé', 'Tricia Vessey', 'Victor Argo', '\n \n', ''], 'Cinematography': ['Robby Müller', '', ''], 'Edited by': ['Jay Rabinowitz', '', ''], 'Music by': ['RZA', '', ''], 'Production companies': ['', '', 'Pandora Filmproduktion', 'Degeto Film', 'Plywood Productions', 'ARD', 'BAC Films', 'Canal+', 'JVC Entertainment Networks'], 'Distributed by': [' ', 'BAC Films ', 'Arthaus ', 'France Eigasha ', 'Artisan Entertainment', '\n \n', ''], 'Release date': ['May\xa019,\xa01999', ' (', ')', 'Cannes Film Festival', '\n \n', ''], 'Running time': ['116 minutes', '', ''], 'Countries': ['United States', 'France', 'Germany', 'Japan', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2 million', '', ''], 'Box office': ['$9.3 million', '', '']}"
36,Mr. Accident,2000,6 Reviews,17,"1,000+ Ratings",32,,2000, Comedy, 1h 28m,"{'Directed by': ['Yahoo Serious', '', ''], 'Written by': ['Yahoo Serious', 'David Roach', '', ''], 'Produced by': ['Yahoo Serious', 'Warwick Ross', 'Dennis Kiely', 'Lulu Serious', '', ''], 'Starring': ['Yahoo Serious', 'David Field', 'Helen Dallimore', 'Gary McDonald', '', ''], 'Cinematography': ['Steve Arnold', '', ''], 'Edited by': ['Simon Martin', '', ''], 'Music by': ['Nerida Tyson-Chew', '', ''], 'Production companies': ['Carlotta Films', 'United Artists Animal Logic'], 'Distributed by': ['Roadshow Film Distributors', '', ''], 'Release date': ['24 March 2000', '', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['Australia', '', ''], 'Language': ['English', '', '']}"
37,Here on Earth,2000,69 Reviews,17,"10,000+ Ratings",60,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Drama, 1h 36m,"{'Directed by': ['Mark Piznarski', '', ''], 'Written by': ['Michael Seitzman', '', ''], 'Produced by': ['David T. Friendly', '', ''], 'Starring': ['Chris Klein', 'Leelee Sobieski', 'Josh Hartnett', 'Bruce Greenwood', ""Annette O'Toole"", 'Annie Corley', 'Stuart Wilson', 'Michael Rooker', '\n \n', ''], 'Cinematography': [""Michael D. O'Shea"", '', ''], 'Edited by': ['Robert Frazen', '', ''], 'Music by': ['Kelly Jones', 'Andrea Morricone', '', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['March\xa024,\xa02000', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$15 million', '', ''], 'Box office': ['$10.9 million', '', '']}"
38,Ready to Rumble,2000,72 Reviews,22,"25,000+ Ratings",52,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Comedy, 1h 47m,"{'Directed by': ['Brian Robbins', '', ''], 'Written by': ['Steven Brill', '', ''], 'Produced by': ['Jeffrey Silver', 'Bobby Newmyer', '\n \n', ''], 'Starring': ['David Arquette', 'Oliver Platt', 'Scott Caan', 'Bill Goldberg', 'Rose McGowan', 'Diamond Dallas Page', 'Joe Pantoliano', 'Martin Landau', '\n \n', ''], 'Cinematography': ['Clark Mathis', '', ''], 'Edited by': ['Ned Bastille', '', ''], 'Music by': ['George S. Clinton', '', ''], 'Production companies': ['', '', 'Bel Air Entertainment', 'Outlaw Productions', 'Tollin/Robbins Productions'], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['April\xa07,\xa02000', ' (United States)', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$24 million', '', ''], 'Box office': ['$12.5 million', '', ''], 'Released': ['April\xa011,\xa02000', '', ''], 'Length': ['', ''], '': ['\n', '\n', '', '']}"
39,Leprechaun in the Hood,2000,9 Reviews,33,"10,000+ Ratings",32,"[('vudu', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Horror, 1h 31m,"{'Directed by': ['Rob Spera', '', ''], 'Screenplay by': ['Doug Hall', 'Jon Huffman', '\n \n', ''], 'Story by': ['William Wells', 'Alan Reynolds', 'Rob Spera', 'Doug Hall', '\n \n', ''], 'Based on': ['Characters', 'by ', 'Mark Jones', '', ''], 'Produced by': ['Bruce David Eisen', 'Mike Upton', 'Darin Spillman', '\n \n', ''], 'Starring': ['Warwick Davis', 'Ice-T', '\n \n', ''], 'Cinematography': ['Michael Mickens', '', ''], 'Edited by': ['J.J. Jackson', '', ''], 'Music by': ['Nicholas Rivera', '', ''], 'Distributed by': ['Trimark Pictures', '', ''], 'Release date': ['March\xa028,\xa02000', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.4 million', '', '']}"
40,Price of Glory,2000,60 Reviews,33,"1,000+ Ratings",76,,2000, Drama, 1h 58m,"{'Directed by': ['Carlos Ávila', '', ''], 'Written by': ['Phil Berger', '', ''], 'Produced by': ['Arthur Friedman', 'Moctesuma Esparza', '', ''], 'Starring': ['Ernesto Hernandez', 'Jimmy Smits', 'Maria del Mar', 'Jon Seda', 'Clifton Collins Jr.', 'Ron Perlman', 'Louis Mandylor', '\n \n', ''], 'Cinematography': ['Affonso Beato', '', ''], 'Edited by': ['Gary Karr', '', ''], 'Music by': ['Joseph Julián González', '', ''], 'Production company': ['', 'Shoreline Entertainment'], 'Distributed by': ['New Line Cinema', '', ''], 'Release date': ['March\xa031,\xa02000', '\n \n', ''], 'Running time': ['118 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$18 million', '', ''], 'Box office': ['$3.5 million', '', '']}"
41,Black and White,2000,0 Reviews,,0 Ratings,,,1992, Drama/Romance, 1h 36m,"{'Directed by': ['James Toback', '', ''], 'Written by': ['James Toback', '', ''], 'Produced by': ['Ron Rotholz ', ' ', ' (executive producer)', 'Daniel Bigel', 'Michael Mailer', 'Edward R. Pressman', '', ''], 'Starring': ['Robert Downey Jr.', 'Gaby Hoffmann', 'Jared Leto', 'Joe Pantoliano', 'Power', 'Raekwon', 'Claudia Schiffer', 'William Lee Scott', 'Brooke Shields', 'Ben Stiller', 'Mike Tyson', 'Elijah Wood', '\n \n', ''], 'Cinematography': ['David Ferrara', '', ''], 'Edited by': ['Myron Kerstein', '', ''], 'Music by': ['American Cream Team', '', ''], 'Production company': ['', 'Palm Pictures'], 'Distributed by': [' (through ', ')', 'Screen Gems', 'Sony Pictures Releasing', '', ''], 'Release dates': ['September\xa04,\xa01999', ' (Telluride)', 'April\xa05,\xa02000', ' (United States)', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$12 million', '', ''], 'Box office': ['$5 million', '', '']}"
42,Joe Gould's Secret,2000,34 Reviews,65,500+ Ratings,63,,2000, Comedy/Drama, 1h 44m,"{'Directed by': ['Stanley Tucci', '', ''], 'Written by': ['Based on books by ', 'Howard A. Rodman', 'Joseph Mitchell', '', ''], 'Produced by': ['Elizabeth Alexander', 'Stanley Tucci', 'Charles Weinstock', '', ''], 'Starring': ['Stanley Tucci', 'Ian Holm', 'Patricia Clarkson', 'Hope Davis', 'Susan Sarandon', '\n \n', ''], 'Narrated by': ['Stanley Tucci', '', ''], 'Cinematography': ['Maryse Alberti', '', ''], 'Edited by': ['Suzy Elmiger', '', ''], 'Music by': ['Evan Lurie', '', ''], 'Production company': ['', 'October Films'], 'Distributed by': ['USA Films', '', ''], 'Release date': ['May\xa026,\xa02000', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$468,684', '', '']}"
43,Return to Me,2000,100 Reviews,62,"25,000+ Ratings",79,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2000, Romance, 1h 53m,"{'Directed by': ['Bonnie Hunt', '', ''], 'Screenplay by': ['Bonnie Hunt', 'Don Lake', '', ''], 'Story by': ['Bonnie Hunt', 'Don Lake', 'Andrew Stern', 'Samantha Goodman', '', ''], 'Produced by': ['Jennie Lew Tugend', '', ''], 'Starring': ['Bonnie Hunt', 'David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'David Alan Grier', 'Joely Richardson', 'James Belushi', '\n \n', ''], 'Cinematography': ['László Kovács', '', ''], 'Edited by': ['Garth Craven', '', ''], 'Music by': ['Danny DiMinno', 'Carmen Lombardo', 'Nicholas Pike', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': [' (United States)', ' (International)', 'MGM Distribution Co.', 'United International Pictures', '', ''], 'Release date': ['April\xa07,\xa02000', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$24 million', '', ''], 'Box office': ['$36 million', '', '']}"
44,Rules of Engagement,2000,99 Reviews,37,"25,000+ Ratings",55,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",2000, Drama, 2h 8m,"{'Directed by': ['William Friedkin', '', ''], 'Screenplay by': ['Stephen Gaghan', '', ''], 'Story by': ['James Webb', '', ''], 'Produced by': ['Scott Rudin', 'Richard D. Zanuck', '', ''], 'Starring': ['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Bruce Greenwood', 'Blair Underwood', 'Philip Baker Hall', 'Anne Archer', 'Ben Kingsley', '\n \n', ''], 'Cinematography': ['William A. Fraker', 'Nicola Pecorini', '', ''], 'Edited by': ['Augie Hess', '', ''], 'Music by': ['Mark Isham', '', ''], 'Production companies': ['Scott Rudin Productions ', 'Seven Arts Pictures'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['April\xa07,\xa02000', '\n \n', ''], 'Running time': ['128 minutes', '', ''], 'Country': ['United States', '', ''], 'Languages': ['English ', ' Arabic ', ' Vietnamese', '', ''], 'Budget': ['$60 million', '', ''], 'Box office': ['$71.7 million', '', '']}"
